Parcel Number	Building Name	Building Address	Postal Code	Floor Area	Property Type - Self Selected	PIM Link	Year Built	Energy Audit Due Date	Energy Audit Status	point	longitude	latitude	analysis_neighborhood	supervisor_district	data_as_of	data_loaded_at
0835/002	1444 MARKET ST	1444 MARKET ST	94102	23260	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0835/002	1913	04/01/2020	Did Not Comply	POINT (-122.418435138 37.776235032)	-122.41843513844447	37.776235032490334	Tenderloin	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0285/005A	420 SUTTER ST	420 SUTTER ST	94108	12668	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0285/005A	1909	04/01/2025	Upcoming	POINT (-122.407459785 37.789602147)	-122.40745978539665	37.78960214662161	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4227/034	1234 INDIANA ST	1234 INDIANA ST	94107	15161	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4227/034	1969	04/01/2029	Upcoming	POINT (-122.3912029 37.754757644)	-122.39120289993949	37.75475764413539	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3728/007	Canon Kip Community House	705 NATOMA ST	94103	114400	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3728/007	1994			POINT (-122.412309403 37.776324677)	-122.41230940290991	37.7763246772851	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0597/029	1591 JACKSON ST	1591 JACKSON ST	94109	53676	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0597/029	1986			POINT (-122.421036071 37.793914401)	-122.42103607053416	37.79391440148123	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3738/012	SF - 215 Fremont St.	215 FREMONT ST	94105	415759	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3738/012	1928	04/01/2024	Did Not Comply	POINT (-122.394299027 37.789138713)	-122.39429902683528	37.789138712922956	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0814/015	155 HAYES ST	155 HAYES ST	94102	82987	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0814/015	1959			POINT (-122.418839651 37.777099113)	-122.41883965149411	37.77709911280368	Tenderloin	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3749/100	346 01ST ST	346 1ST ST	94105	60372	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3749/100	1996			POINT (-122.394033986 37.786540472)	-122.39403398559689	37.78654047185716	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3794/077	170 KING ST	170 KING ST	94107	229124	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3794/077	2007			POINT (-122.391751513 37.778981768)	-122.3917515133973	37.7789817684833	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3754/049	Columbia Square Grp LLC	43 COLUMBIA SQUARE ST	94103	10966	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3754/049	0	04/01/2029	Upcoming	POINT (-122.405458165 37.77738316)	-122.4054581649269	37.77738315962855	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0289/005	100 Montgomery	120 MONTGOMERY ST	94104	478430	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0289/005	1955	04/01/2024	Did Not Comply	POINT (-122.401850189 37.790346261)	-122.40185018939677	37.790346260747285	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3554/007	3000 16th Street	3000 16TH ST	94103	17810	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3554/007	1910	04/01/2025	Upcoming	POINT (-122.419936651 37.765227969)	-122.4199366513078	37.765227968621765	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0309/001	201 POST ST	201 POST ST	94108	80177	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0309/001	1909	04/01/2020	Did Not Comply	POINT (-122.405413735 37.788406568)	-122.40541373547602	37.788406567529506	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0149/034	2 FALLON PL	2 FALLON PL	94133	96682	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0149/034	1980			POINT (-122.413029264 37.797782451)	-122.41302926413582	37.79778245054671	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3712/023	60 Spear	60 SPEAR ST	94105	157436	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3712/023	1967	04/01/2029	Upcoming	POINT (-122.394593198 37.792536001)	-122.3945931977279	37.79253600143368	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3567/056	Notre Dame Plaza	347 DOLORES ST	94110	62520	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3567/056	1907			POINT (-122.425708313 37.763858048)	-122.42570831334588	37.763858047864865	Mission	8	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4991/086	150 EXECUTIVE PARK BLVD	150 EXECUTIVE PARK BLVD	94134	105000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4991/086	1982	04/01/2019	Did Not Comply	POINT (-122.393543362 37.710837946)	-122.39354336169052	37.71083794615559	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3833/016	1000 16TH ST	1000 16TH ST	94107	534441	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3833/016	1919			POINT (-122.397045168 37.766982626)	-122.39704516805462	37.76698262559097	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4715/007	5 COMMER CT	5 COMMER CT	94124	125436	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4715/007	1976			POINT (-122.3846663 37.731784189)	-122.38466630048922	37.731784189172906	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0080/011	101 LOMBARD ST / 1425 SANSOME ST	1425 SANSOME ST	94111	470714	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0080/011	1982			POINT (-122.404078374 37.803468742)	-122.40407837412901	37.803468742334985	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0523/013	1472 FILBERT ST	1472 FILBERT ST	94109	51660	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0523/013	1927			POINT (-122.423514076 37.799855312)	-122.42351407568864	37.799855312336355	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0683/038	2075 SUTTER ST	2075 SUTTER ST	94115	91105	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0683/038	1992			POINT (-122.434461815 37.785646976)	-122.43446181504528	37.78564697618296	Japantown	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0267/010	Adam Grant Building	114 SANSOME ST	94104	202839	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0267/010	1908	04/01/2027	Upcoming	POINT (-122.400450313 37.791499516)	-122.40045031319623	37.7914995160937	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0309/017	233 POST ST	233 POST ST	94108	21977	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0309/017	1908	04/01/2020	Did Not Comply	POINT (-122.405725738 37.788386265)	-122.40572573759545	37.788386265142194	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3787/031	475 Brannan (excluding Suite 120 & 130)	475 BRANNAN ST	94107	310406	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3787/031	1908	04/01/2027	Upcoming	POINT (-122.395284283 37.778611923)	-122.39528428266088	37.77861192346356	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0243/059	850 POWELL ST	850 POWELL ST	94108	130109	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0243/059	1978			POINT (-122.408940067 37.79285775)	-122.40894006728631	37.79285775011565	Chinatown	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0646/005	1528 PINE ST	1528 PINE ST	94109	40199	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0646/005	1922	04/01/2019	Did Not Comply	POINT (-122.42112629 37.789826933)	-122.42112628990742	37.78982693277425	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0714/028	1015 VAN NESS AVE	1015 VAN NESS AVE	94109	98400	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0714/028	2004			POINT (-122.421771345 37.785335336)	-122.42177134510173	37.78533533577231	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3570/049-B	Mission Plaza Apartments - Mission	2027 MISSION ST	94110	53461	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=3570/049-B	1981			POINT (-122.419101766 37.76443834)	-122.4191017656502	37.76443834035226	Mission	9	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0757/027	Willie B. Kennedy	1239 TURK ST	94115	74376	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0757/027	2016			POINT (-122.429579272 37.780628509)	-122.42957927228862	37.78062850907863	Western Addition	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5333/039	141 INDUSTRIAL ST	141 INDUSTRIAL ST	94124	13000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5333/039	1960	04/01/2013	Did Not Comply	POINT (-122.402271698 37.738952377)	-122.40227169759733	37.73895237657694	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3722/367	San Francisco Museum of Modern Art	151 3RD ST	94103	486000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3722/367	2015	04/01/2020	Did Not Comply	POINT (-122.400624517 37.785884316)	-122.40062451747764	37.78588431630198	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0286/026	327 GRANT AVE	327 GRANT AVE	94108	65176	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0286/026				POINT (-122.405869651 37.790150427)	-122.40586965079488	37.79015042707963	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
7296/006	Nordstrom	285 WINSTON DR	94132	176000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=7296/006	1988	04/01/2019	Did Not Comply	POINT (-122.477538393 37.726530193)	-122.47753839256525	37.7265301926265	Lakeshore	7	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0349/004	Civic Center Residence	44 MCALLISTER ST	94102	58608	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0349/004	1923			POINT (-122.412787129 37.781328909)	-122.41278712936942	37.78132890948561	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3785/002	650 5th St.	650 5TH ST	94107	64277	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3785/002	1924	04/01/2029	Upcoming	POINT (-122.397976907 37.775589095)	-122.39797690716344	37.77558909472605	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3722/006	116 NATOMA ST	116 NATOMA ST	94105	18840	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3722/006	1910	04/01/2030	Upcoming	POINT (-122.399412187 37.787076396)	-122.39941218720507	37.787076396435346	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0647/026	1660 PINE ST	1668 PINE ST	94109	365860	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0647/026	2016			POINT (-122.423278885 37.789553094)	-122.4232788851798	37.7895530940271	Western Addition	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3751/420	766 HARRISON ST	766 HARRISON ST	94107	122291	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3751/420	2008			POINT (-122.399116946 37.781650462)	-122.39911694559689	37.781650461917174	South of Market	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0345/018	351 TURK ST	351 TURK ST	94102	89630	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0345/018	1928			POINT (-122.414705731 37.782461617)	-122.41470573106693	37.78246161727921	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4041/011	O&M (hm72) 680 Indiana St	680 Indiana St	94107	126717	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=4041/011	2017			POINT (-122.391861643 37.762147829)	-122.39186164307426	37.762147829495014	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0650/024	2095 CALIFORNIA ST	2095 CALIFORNIA ST	94109	57585	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0650/024	1975			POINT (-122.428578072 37.789229185)	-122.4285780718502	37.78922918508091	Pacific Heights	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0085/005	1301 Sansome Street	1301 SANSOME ST	94133	38440	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0085/005	1907	04/01/2024	Did Not Comply	POINT (-122.403298442 37.802327169)	-122.40329844203637	37.80232716935966	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
8702/011	238 KING ST	238 KING ST	94107	164038	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=8702/011	2004			POINT (-122.393418146 37.777642222)	-122.39341814613333	37.77764222219459	Mission Bay	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
5239/024	1275 Fairfax Avenue	1275 FAIRFAX AVE	94124	34320	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=5239/024	1986	04/01/2030	Upcoming	POINT (-122.383012426 37.738644908)	-122.38301242556228	37.738644908436925	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0649/024	1880 Pine Street- RAD California Corridor	1880 PINE ST	94109	118706	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0649/024	1900			POINT (-122.426581849 37.789134382)	-122.4265818486309	37.78913438218214	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0307/009	491 Post Street, LLC	491 POST ST	94102	37730	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0307/009	1913	04/01/2025	Upcoming	POINT (-122.409697576 37.787840025)	-122.40969757564146	37.787840024949865	Tenderloin	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4288/004	1750 Cesar Chavez	1750 CESAR CHAVEZ	94107	31546	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4288/004	1986	04/01/2020	Did Not Comply	POINT (-122.394102781 37.750858493)	-122.39410278117457	37.750858492550734	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0135/008	1050 Sansome Street	1050 SANSOME ST	94111	35000	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0135/008	1906	04/01/2020	Did Not Comply	POINT (-122.402161946 37.799906182)	-122.40216194612229	37.79990618182712	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3957/004	350 Rhode Island Street	350 RHODE ISLAND ST - SOUTH	94103	143045	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=3957/004	2002	04/01/2018	Pending - Contracted	POINT (-122.403111122 37.765388383)	-122.4031111222034	37.76538838314329	Mission Bay	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0125/026	1101 GREEN ST	1101 GREEN ST	94109	112360	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0125/026	1930			POINT (-122.417394065 37.7982345)	-122.4173940649567	37.798234499953395	Russian Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
2385/046	Walgreens #4570	3001 TARAVAL ST	94116	10750	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=2385/046	1946	04/01/2025	Complied	POINT (-122.49848009 37.741799542)	-122.49848008996062	37.74179954194496	Sunset/Parkside	4	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3736/124	19 CLEMENTINA ST	19 CLEMENTINA ST	94105	60263	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3736/124	2005			POINT (-122.395447605 37.787157758)	-122.3954476052772	37.78715775786187	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0331/028	Eddy and Taylor	222 Taylor St	94102	116626	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0331/028	2019			POINT (-122.410661522 37.784486516)	-122.41066152241785	37.78448651621222	Tenderloin	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0593/004	1880 JACKSON ST	1880 JACKSON ST	94109	86317	Multifamily	https://sfplanninggis.org/PIM/?tab=Property&search=0593/004	1930			POINT (-122.426128246 37.793825414)	-122.42612824629346	37.793825414052506	Pacific Heights	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
6985/029	1063 CAPITOL AVE	1063 CAPITOL AVE	94112	78025	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=6985/029	1985			POINT (-122.459712141 37.72137623)	-122.45971214132507	37.72137622961551	Oceanview/Merced/Ingleside	11	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0269/004	364 BUSH ST	364 BUSH ST	94104	12014	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0269/004	1907	04/01/2022	Did Not Comply	POINT (-122.403571758 37.791019979)	-122.40357175840992	37.791019978596985	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0781/033	780 FULTON ST	780 FULTON ST	94102	73723	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0781/033	1971			POINT (-122.429251187 37.778586593)	-122.42925118743048	37.77858659292558	Western Addition	5	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4070/007	500 WISCONSIN ST	500 WISCONSIN ST	94107	187192	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=4070/007	1978			POINT (-122.399723509 37.760459336)	-122.3997235087846	37.76045933577338	Potrero Hill	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
4347A/004	FedEx Processing Center	1875 MARIN ST	94124	185503	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=4347A/004	2003	04/01/2030	Upcoming	POINT (-122.394575215 37.747843167)	-122.39457521484063	37.74784316692	Bayview Hunters Point	10	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0254/035	930 PINE ST	930 PINE ST	94108	55576	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0254/035	1973			POINT (-122.411313137 37.791068362)	-122.41131313705426	37.79106836233148	Nob Hill	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3774/241	200 BRANNAN ST	200 BRANNAN ST	94107	530158	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3774/241	2004			POINT (-122.390707461 37.783600243)	-122.39070746116087	37.78360024292599	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0262/013	PR III 255 California LLC	255 CALIFORNIA ST	94111	179728	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0262/013	1958	04/01/2029	Upcoming	POINT (-122.399513679 37.792968606)	-122.39951367943819	37.7929686063904	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0233/044	Four Embarcadero Center	4 EMBARCADERO CENTER	94111	1068638	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0233/044	1979	04/01/2026	Upcoming	POINT (-122.396063297 37.795030433)	-122.3960632968963	37.79503043342016	Financial District/South Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
3750/515	77 DOW PL	77 DOW PL	94107	131757	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=3750/515	2002			POINT (-122.396619005 37.784156038)	-122.39661900527481	37.784156037871895	Financial District/South Beach	6	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0540/032	2100 GREEN ST	2100 GREEN ST	94123	67522	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=0540/032				POINT (-122.433980729 37.796589486)	-122.43398072852335	37.79658948623858	Marina	2	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1596/042	Ocean Beach Apartments	710 LA PLAYA	94121	120165	Mixed Residential	https://sfplanninggis.org/PIM/?tab=Property&search=1596/042	1984			POINT (-122.50979514 37.774536458)	-122.50979513959707	37.774536457754685	Outer Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
0056/007	55 Francisco St.	55 FRANCISCO ST	94133	258612	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=0056/007	0	04/01/2029	Upcoming	POINT (-122.406035317 37.805338379)	-122.40603531658302	37.805338378587905	North Beach	3	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
1433/009	3700 GEARY BLVD	3700 GEARY BLVD	94118	30189	Commercial	https://sfplanninggis.org/PIM/?tab=Property&search=1433/009	1900	04/01/2026	Upcoming	POINT (-122.459289401 37.78183924)	-122.45928940130649	37.781839240499444	Inner Richmond	1	2025/03/10 10:44:55 AM	2025/03/10 11:04:05 AM
